No.;Fix/Dev;Ext/Int;Short description;Goal;"Created at 
(via Makro)";Folder;Object Type;Priority;Working Prio;Status;Comments / Next steps;Reporter;Responsible;Solution approach / Comment;Transport;Detailed description
1154;Con;Ext;Using DQM Rules with Itego Objects;2512;13.11.2025 06:42:39;Link;Characteristic;Medium;950;Confirmed;;Bayer;Maxi;"11.12.25 Mike untersucht noch. Problem bei DQM eigene Klassen anzulegen könnten bei Itego Update gelöscht werden. 
03.12.25 MSK: Beispielhafte Implementierung an Bayer versandt; Lösung via Enhancement des Standard Rule Service
28.11.25 MB: Bayer fragt jetzt nach Coding-Beispielen für MDF
13.11.25 MB: wir hätten gestern ein Ticket anlegen sollen, jetzt mal angelegt, weitere Infos angefragt und Link zum  MDF Dokument und auch den RDM300, Teil 2 bzgl. Rule Management über MDF angehängt. Ist eiegentlich kein ""Support"" also kein ""Fix"" … daher als ""Con"" = Consulting angelegt und Maxi um Absprache mit Jean-Marc gebeten. Jean-Marc auch um weitere Infos gebeten.";;
1172;Fix;Ext;MDF configured Mandatory field does not trigger error message;2512;02.12.2025 11:22:47;Link;Product Hierarchy;High;950;Obsolete;;Bayer;Mike;"09.12.2025 Mx Wird durch Defect 1177 ersetzt. Doppelt angelegt.
02.12.2025 Mx Defekt eröffnet und Mike zugewiesen.";;
1181;Fix;Int;When starting, a dump is created.;2512;09.12.2025 17:17:43;Link;Class;Very High;950;Solved;;Thomas;Mike;"11.12.2025 Mx Gelöst von Mike.
09.12.2025 Mx Defect create.";;
1017;Dev;Ext;List of change nodes;2603;;Link;Product Hierarchy;High;940;In Development;;Jungheinrich;Mike;"27.11. Mx Fehlt noch die Doku gelöschte Notes. Kommt von Mike.
06.10.25: MB: Delete/Remove wird noch nicht fortgeschrieben
11.09.25: MB: im ersten Wurf brauchen wir die /ITR/PRODH_CHG Tabelle mit Counter; dann müssen wir diese übertragen und Frank muss dann die LSA erweitern
11.09.25: Prio erhöht, da es mit dem PoC JH langsam sehr knapp wird. Schulung startet ca. am 23.09.25 und bis dahin brauchen wir im besten Fall schon eine Lösung
20.08. MB: Prio erhöht da Jungheinrich ab 15.09.25 in den PoC startet
17.07. MB: mit Mike diskutiert - Jungheinrich Requirement";;
1190;Fix;Ext;File Upload DUMP for Characteristics;2311-01;01.01.2026 14:02:11;Link;Characteristic;High;950;Confirmed;;Exxonmobil;Mike;"20.01. Mx  Dump ist behoben. Exxon sendet neuen Fehler für ein einzelnes System unter neuer Defekt 1203 eröffnet. 
09.01.2026 MSK: Transport und Note ausgeliefert08.01.2026 Mx Info an Trejo keine Eskalation da im Testing und Lieferung morgen ansteht. 
08.01.2026 MSK: Implementiert; im Test";ID1K906516;
1191;Fix;Ext;Description Text not activated during mass change;2311-01;06.01.2026 09:59:02;Link;Class;High;950;Automatically Confirmed;;Exxonmobil;Mike;"08.01. Mx Kunde hat beim Upload die Beschreibungen vergessen separat zu laden. 
07.01.2026 MSK: Vermutlich wurden die Beschreibungen der Klassen nicht separat und vollständig hochgeladen. Confirmation requested";;
1070;Fix;Int;Description missing in Header  download;2601;08.09.2025;Link;Class;Very High;948;New;;Niklas;Mike;"08.09.25 Testcase 39.4
 08.09.25: MB: hoffentlich der gleiche Fehler wie 1063 (bei Characteristics)";;
1192;Fix;Ext;Fields Class and Class Type are read only (process blocked);2507;07.01.2026 15:44:57;Link;Class;High;950;Solution Proposal;;Bayer;Mike;"27.01.2026 MB: wurde am Freitag noch diskutiert, ist damit in Solution Proposal
22.01.2026 MSK: Neues Feedback; die Number Range für /ITR/CLF wurde angepasst, auf einen höheren Wert, der allerdings die Key-Länger der CLINT überschreitet. Rückantwort darauf erfolgt, dass die Number Range nach wie vor innerhalb der Grenzen des Keys bleiben muss abzüglich des Vorzeichens für temporäre Schlüssel
07.01.2026 MSK: Mehr als 2500 Klassifikationen im System; Nummernkreis wurde nicht entsprechend angepasst - vermutlich wurden nicht alle Klassifikationen im System via RDM geladen, bzw. gepflegt. Kunde informiert, den Nummerkreis entsprechend anzupassen
07.01.2026 Mx Defect created and Info to customer.";;
925;Fix;Int;MRP Area submit not possible;2601;;Link;MRP Area;Very High;945;New;;Ulla;Mike;"08.09.25 MB: Mike schaut und schickt ggf. an Ulla zurück
20.08. Priorität wg. Exxon erhöht
11.07.25 MB: im Sande verlaufen??
20.05. Mx Dieter schaut sich das Thema an.
12.05. MX geändert Zuordnung auf Mike
06.05. MX Defect zugeordnet.";;
1046;Dev;Int;Checkbox for MRP Profile creation ;2601;;Link;MRP Profile;Very High;945;Automatically Confirmed;;Niklas;;27.01.26: Geschlossen wg. 27.08. Duplikat zu 822;;
1049;Dev;Int;Continuation of 988 - Checking if SMT Mappings have ITR Staging Tables as Target Structure - Replication Tests if they do;2510;;Link;MOST;Very High;945;Confirmed;;Maxi;Maxi;"19.11.25 MX Status auf Confirmed gesetzt (Info Maxi). 
4.11.25 MB: da müsste noch ein Report geschrieben würden, ""Flächendeckend"" SMT Mapping Runtime löschen / neu generieren; auch ggf. zu beachten: laufende CRs anpassen über SAP ""Adjust Staging"" - ist zu testen
17.10. ME: Auf ""In Testing"" > Retests im IH2 erfolgen in kürze
26.08. ME: 988 auf closed gesetzt, mich als Responsible eingetragen";;
1051;Fix;Int;Sales Office Upload not possible - country field is missing;2601;27.08.2025;Link;Sales Office;Very High;945;New;;Niklas;Mike;"27.08.2025 Testcase 45.3
 06.11.25 Mx Lt. Test Excel hat Mike Thema übernommen.29.09.25 MB: siehe auch 1081
04.09. 25 Mx Zuweisung an Niklas.";;
1073;Fix;Int;Descriptions for Class download data missing;2601;;Link;Class;Very High;944;In Development;;Niklas;Mike;"11.09.25: MB: Frank hat die Lösung, müssen uns nur noch darüber unterhalten wie es getestet wird.
11.09.25: MB: an Frank weitergegeben.";;
943;Fix;Int;Itego RDM - Itego - IH100 - Upload Characteristics internal error - Objects_objref_not_assigned;2601;;Link;Characteristic;Very High;943;New;;Niklas;Mike;"09.09.2025 Fehler noch aktuell nach check von Niklas.
08.09.25 MB: Niklas schaut nochmal ob das Problem noch exisitert
11.07.2025 MB sollten wir für Exxon ""dringend fixen"" wenn es hier wirklich ein Problem gibt";;
966;Dev;Int;"Use value mapping to guide the purchasing group based on material
 group.";2509;;Link;Material Group;High;940;Automatically Confirmed;;ArcelorMittal;Frank;"04.09.25 Wir brauchen ein Programm (was wir erstellen müssen), das der Kunde nach dem Einspielen ausführen muss. Frank schickt Maxi die Informationen dazu. 
28.08. Mx Maxi test aktuell.
19.08. Mx Maxi anfragen wegen Test Durchführung.
15.07. Mx Thomas führt Test durch.
11.07.2025 MB: offen weil Frank eine Lösung bereit gestellt hat, die wir aber nicht ausgeliefter haben. sollten wir schauen, dass wir das in den Standard bringen und zwar für alle Objekttypen die da noch fehlen. Siehe 988.
MB 02.07.2025 Nach Absprache mit Frank einen Lösungsvorschlag gesendet (Kundenspezifisches SMT Mapping und Zuordnung dessen in der Outbound Implementierung)";;
1014;Fix;Int;External number still exists - validations need to check only active data;2507;;Link;Product Hierarchy;Very High;940;Confirmed;;Niklas;Mike;"31.07. Mx Niklas hat positiv getestet.
29.07. MX Niklas bezüglich Test ansprechen.
18.07. Mx Kann am Montag 21.07.  getestet werden. 
17.07. MB Mike weiss wohl wie er es löst";ID1K905374 KOLOSEIKEM R2507-D896: Product Hierarchy Redesign F1010;
1000;Dev;Ext;Change requests for the RDH functions (Shell request);2511;;Link;RDH;High;947;Automatically Confirmed;;Shell;Gerd;"22.08. Frank hat etwas geliefert, Gerd soll testen
07.08. Noch nicht an Kunden, Maren stimmt Lieferung mit Michael ab.
15.07. Aktuell mit Shell die Lösung in Diskussion.
14.11. Test soweit Ok, Transport Online Selektion noch offen";;
1040;Fix;Int;Assignment deleted, but the external number remains in the node;2601;;Link;Product Hierarchy;High;940;In Development;;Gerd;Mike;"11.09.25 MB: Mike ist dran
11.08. Mx nach 2508 verschoben.";;
1188;Fix;Ext;Valuation area of plants is updated in target system without scope;2603;23.12.2025 10:02:39;Link;Plants/Branches;High;938;Customer Action;;Shell;Mike;"27.01.2026 MB Mike hat den Zugang, aber ggf. fehlen noch Berechtigungen
07.01.2026 Mx: Shell wird den Zugang für Itego einrichten (Fr. Luba). Sie melden sich bei uns.
23.12.2025 MSK: Weitergeleitet an Frank; bezieht sich auf LSA Scope
";;
1127;Fix;Int;Upload validation for quotes with a value of zero;2601;30.10.2025 14:32:28;Link;Currency Exchange Rate;High;940;New;;Gerd;Frank;;;
1137;Fix;Int;Wrong selection for working times;2511;05.11.2025 14:42:10;Link;Shipping Point;High;940;Confirmed;;Ulla;Sara;"26.11.25 Sara: Removed warning message, shared for testing
17.11. Sabine: retest IH1 ok from my side as well 
12.11. Mx auf confirmed gesetzt, Info from Ulla.
11.11.25 Sara: In solution proposal - changes made as discussed.
10.11.25 MB: also in 1148 (obsolete)
10.11.25 Sabine: retest failed
06.11.25 Sara:In solution proposal";;
1097;Dev;Ext;Enhancement of the RDH-Online-Selection ;2511;02.10.2025 17:40:26;Link;RDH, LSA;High;940;Confirmed;;Shell;Frank;"27.11. Mx Auf confirmed gesetzt.
23.10. Maren und Gerd definieren die Anforderung.
02.10.25: Abgeleitet aus 1096";;
1002;Fix;Int;External Number not changed after moving node and replication (/ITR/T179 del) and direct table update not del T0179;2601;;Link;Product Hierarchy;High;939;In Development;;Ulla;Frank;"22.08.25 Verbliebenes Thema: Intiale Löschung der /ITR/T0179 bei der LSA Verteilung. Frank und Mike sind dran
20.08. ReTest Verteilung (Direkt/LSA) ist OK. Offen ist die initale Löschung /ITR/T179. Für Keycheck wurde 1045 eröffnet.
19.08. Mx Gerd auch mit LSA getestet.
11.08. MX Auch in der Direktverteilung wird die T0179 nicht gelöscht. Über LSA wird ITR/0179 nicht gelöscht. Gerd prüft ob die T0179 in der Direktverteilung tatsächlich nicht gelöscht wird.
14.07. MX Mike untersucht Eingangsystem 
08.07. MB ITR/T0179 + T0179 muss im Empfängersystem zum Zeitpunkt bei neu ankommenden Daten gelöscht werden.";;
1012;Fix;Int;Deletion of hierarchy assignments and reassignment;2601;;Link;Product Hierarchy;High;938;In Process;;Gerd;Mike;"24.07.25 Mx Es gibt einen manuellen Workaround durch den User, wenn er die Aktion erneut bzw. neu aufruft.
17.07. MB: für Gerd hier eingetragen";;
1021;Fix;Int;Replication not correct - different nodes for external numbers;2601;;Link;Product Hierarchy;High;937;New;;Ulla;Mike;20.08. MB: ist das vielleicht erledigt?;;
1022;Fix ;Int;Wrong External Number Calculation;2507;;Link;Product Hierarchy;Very High;935;Confirmed;;Niklas;Mike;"31.07. Auf Solved gestellt. 
31.07. Mx Niklas konnte Fehler nicht nachstellen. Externe Nummern werden korrekt erstellt.
24.07. Mx Niklas konnte Fehler erstellen, aber wegen gelöschter Daten nicht mehr nachvollziehbar. Wird morgen erneut von Niklas getestet.
21.07. MB hat Defect erstellt. Mike hat bereits mit der Untersuchung begonnen.";;
1096;Dev;Ext;Enhancements for RDH-Consistency Check Snapshot;2603;30.09.2025 13:40:16;Link;RDH, Snapshot;Very High;935;New;;Shell/Gerd/Maren;Frank;"27.11. Mx Info von Gerd, dass der Defekt noch nicht bearbeitet ist und mit 2512 geliefert werden soll. Responsible von Michael auf Frank geändert.
06.10.25 MB: Anforderung hier noch: besserer Prozess beim Konsistenzcheck. Noch weiter mit Gerd und Frank abzusprechen.
02.10.25 MB: Anforderungen für Online Selection und File Update aufgeteilt nach 1097 und 1098. 
30.09. Mx Umfangreiche Anforderungen in der Mail von Shell. Nach dem angefügten Word Doc versucht Michael die  benannten Themen zu ordenen und spezifizieren. Korrespondiert zu 1083";;
1100;Dev;Ext;RDH - Foreign key check during snapshot activation;2603;06.10.2025 20:38:20;Link;RDH, LSA;High;930;New;;Gerd/Maren;Frank;Anforderung Intel Mr. Anshul and Shalini;;
1143;Fix;Int;Redesign shipping address fields and add house number;2511;07.11.2025 14:17:15;Link;Shipping Point;High;935;Confirmed;;Gerd;Sara;"11.11.25 Sara: Added house no.
10.11.25 MB: Sara working on it - House number to be added
13.11.25 GS: ReTest UI OK, tranlation in DE Missing";;
1098;Dev;Ext;Enhancement of the RDH-Up/Download;2511;03.10.2025 12:16:19;Link;RDH, LSA;High;935;Confirmed;;Shell;Frank;"27.11. Mx Auf Confirmed gesetzt.
23.10. Ulla hat Test-Cases beschrieben und muss fortgeführt werden. Gerd und Maren defenieren Anforderung.
02.10.25: Abgeleitet aus 1096
13.11.25: GS: Upload bei Tab. TCURR überarbeiten, Falls eine Konvertierung beim Upload nicht möglich ist, Meldung ausgeben und kein Dump";;
1060;Fix;Int;Material Group not replicated;2509;;Link;Material Group;High;930;Solved;;Ulla;Frank;"04.09.25 Mx Info an Ulla mit der Bitte den Fehler noch einmal zu provozieren.
04.09.25 MB das war das Beispiel von Arcelor Mittal. SMT Mapping wurde angepasst aber es musste noch etwas generiert werden
03.09. Mx Replication Issue assigned to Frank.
01.09. Mx Defect open.";;
967;Fix;Ext;Itego Configure Search Methods RDM2407 - Search View Configuration Not Showing in UI;2407;;Link;Material Group;High;930;Closed;;ArcelorMittal;Mike;"MSK 12.06.: Answer sent to customer to remove existing entries in current customizing. By default the DB search should be used
MX 03.06. Defect in template doc. Mike loggt sich im Kundensystem von AM für Analyse ein.";;
1106;Dev;Ext;New UI Payment terms and Daylimit on one UI, within single change request;2603;09.10.2025 14:38:42;Link;Payment Term;High;920;In Development;;Intel;Sara;"27.01.2026 Sara arbeitet aktuell daran. Sollte morgen (28.1.) transportierbar sein
27.11. Mx Datenmodell ist fertig. UI in Bearbeitung. 
09.10.2025 MX Neue Anforderung vom Kunden Payment Term and Daylimit in einem CR. Basiert auf ursprünglichem Defect mit Consulting Anforderung 1091 der geschlossen wurde.";;
1141;Fix;Int;Field length in the shipping point description is only 20 characters;2511;07.11.2025 13:24:20;Link;Shipping Point;High;930;Confirmed;;Gerd;Sara;"10.11.25 MB Sara hat es im ID1 gelöst, noch nicht im IH1, Sammeltransport. Das gilt auch für andere Felder. Sabine erstellt weitere Tickets
Sara :10.11.25 In solution proposal now";;
1153;Fix;Int;Data Source cant be selected in IH1 but possible in ID1 for Master Data Import ;2511;12.11.2025 13:22:04;Link;Shipping Point;High;930;Confirmed;;Patrick;Mike;"24.11. Mx Status Confirmed.
18.11.25 MSK: Manuell im IH1 nachgearbeitet; Transport IH1K902028 wird Günter für zukünftige Refreshs zur Verfügung gestellt
17.11. Mx Patrick hat nachgetestet.
14.11. Michael thinks its a transport problem";IH1K902028;
1160;Fix;Int;Maximum Length error ;2602;19.11.2025 15:52:05;Link;Shipping Point;High;930;Confirmed;;Ulla;Frank;"07.01.2026 Rückmeldung von Ulla Test positiv. Defect wird geschlossen.
24.11. Mx Frank bearbeitet Lösung. Noch im Test.";;
1151;Fix;Int;Length of input fields for number fields not correct;2511;10.11.2025 16:46:19;Link;Shipping Point;Medium;929;Confirmed;;Sabine;Sara;"13.11.25 MB kann nicht gefixt werden, Mike überprüft ob Sabine informiert ist
12.11. MX Info von Mike, dass der Fehler vorerst hingenommen werden muss. Keine kurzfristige Lösung möglich.";;
1120;Fix;Ext;IDOC error,  Initial load not successful;2507;23.10.2025 08:44:40;Link;Currency Exchange Rate;High;930;Automatically Confirmed;;Bayer;Frank;"11.11.25 MB: Note delivered to customer after test in IH1, IH2 and S03
27.10. Mx Dump Report angefordert von Bayer. Kopie an Gerd senden.
23.10.25 Mx Issue created. An Frank routen.";;
1149;Fix;Int;invalid output type can be entered and saved;2511;10.11.2025 14:50:14;Link;Shipping Point;High;925;Confirmed;;Sabine;Sara;"17.11.25 Sabine: retest IH1  ok
11.11.25 Sara: In solution proposal ";;
986;Fix;Int;Missing Entries for Replication (PRODH);2507;;Link;Product Hierarchy;High;920;Confirmed;;Ulla;Mike;08.07. MX In IH1 Test to be done.;;
1010;Fix;Int;Change via hierarchy processing not possible;2507;;Link;Product Hierarchy;High;920;Confirmed ;;Ulla;Mike;"18.07. Mx Fehler von Mike behoben. Präfix wurde gelöscht inder Verarbeitung. Kann getestet werden. 
14.07. Mx Ulla hat Defect eröffnet.";;
1058;Fix;Int;Storage Location Address not replicated;2509;;Link;Storage Location;High;920;Solved;;Ulla;Frank;"15.10. ME: Fehler weiterhin bestehend > Inbound Fehler! Sowohl LSA als DT keine Addresse. Doc Geupdated
04.09.25: MB Fehler konnte nich nachvollzogen werden, bitte erneut testen
03.09. Mx Replication issue assigned to Frank.
28.08. Mx Defect opened.";;
1075;Fix;Int;Payment Terms not replicated;2509;;Link;Payment Term;High;920;Solved;;Ulla;Frank;"15.10. ME Retested -- Issue Fixed
05.09. MB Payment Term wird nur verteilt wenn man auch die details pflegt
03.09. Mx Replication issue assigend to Frank.
03.09. Mx Ulla Issue opened.";;
1082;Fix;Int;Plant addresses are not processed in the LSA;2509;11.09.2025 09:44:45;Link;Plants/Branches;High;920;Confirmed;;Gerd;Frank;"11.09.25 vorabentwicklung von Frank im IH1
11.09.25 erfolgreicher Test im IH1";;
1121;Fix;Ext;Itego Add-Ons Compatibility Check with S/4 HANA RVU 2025 FPS00 (Feature Pack Stack 00) ;2507;23.10.2025 12:52:16;Link;SAP Release ;High;925;Automatically Confirmed;;Bayer;Günter;"27.11. Mx Basis Funktionen wie z.B.  Inst./Deinst. sind von Günter ausgiebig getestet worden. Die fachliche Nutzung der Itego Appl. auf diesem SAP Release allerdings nicht. 
28.10. Mx Test auf S01, Günter baut System auf. 
23.10.25 Mx Issue created. Dieter stimmt mit Günter und Andreas ab.";;
1171;Dev;Ext;Import and Load based on F4 Configuration (T-Tables or MDG-Tables);2603;02.12.2025 08:23:01;Link;all;High;910;New;;Jungheinrich;Mike;02.12.2025: MB Wenn der Kunde die F4 Hilfen auf Customizing (T-Tabelle) umschaltet, erwartet er auch eine entsprechend angepasste Validierung im Import oder File Upload;;
1124;Fix;Int;S/4 Upgrade auf 2025 Incl. Cloud Version Systemaufbau;2511;28.10.2025 10:08:15;Link;Release;High;920;Solved;;Maxi;Günter;28.10 Mx Test auf IS1, Günter baut System auf. Zuerst RDM, dann Upgrade auf S/4 Upgrade 2025;;
1142;Fix;Int;Not all UI fields in the Determine Times block are displayed;2602;07.11.2025 13:39:41;Link;Shipping Point;High;920;In Process;;Gerd;Mike;"12.11. MX Problem könnte als Ursache alter System ID1 sein. Komplex Mike übernimmt
10.11.25 MB: Gerd passt das Customizing an und schickt das Ticket zurück an Sara
Sara :10.11.25 Issue not seen in my ID1, SAP logon 770";;
